MOF_name,"Dos at Fermi energy, eln/cell",Band_gap,"Dos at VBM, eln/cell","Dos at CBM, eln/cell",HSE band gap,LCD,"PLD, Å",Density (g/cm3),Accessible Surface Area (m2/cm3),Accessible Surface Area (m2/g),Volume Fraction,Criteria#,Multiplier_Sum,Space_group#,Space_group,Temp,Zprime,Year,Metal,Metal 2,Metal 3,Metals number,Cell volume,Metal density,Crit: metal,Crit: redox match,Crit: redox active linker,Crit: pi-pi stacking,without ions,2D,1aromatico-up,2aromatici-up,N3--NCN up,benzene,6m-rings,pyridine,pyrimidine,metal-S,metal-O,metal-N,metal-halogen,5m-ring-leg2met,5-m-rings,CN-M,M-h2o,M-H2O-M,M-N-NM-N-M,M-C-C-TRIANG,COOM
SIJNEF,0.1289,0.926311955,8.307292996,0,not found,1.85409,0.78312,2.245,0,0,0.23654,2,2,14,P21/n,296,1,2016,Ni,,,1,478.205,0.004182307,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
WIRGIQ,0.1216,0.439632009,20.78576525,0.007503205,not found,0.88,none,1.662,none,none,none,2,1,2,P-1,296,1,2015,Fe,,,1,362.727,0.002756894,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
MEGLCP,0.1097,0.192232369,3.066854953,1.615389207,not found,1.86963,1.00585,1.618,0,0,0.2914,2,1,5,C2,223,0.5,2012,Co,,,1,757.983,0.001319291,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
TABPOC,0.1048,2.080205771,9.882474842,0,not found,2.41589,1.22274,1.722,0,0,0.34822,2,4,62,Pnma,297,1,2013,Ag,,,1,654.199,0.003057174,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
HURMIQ,0.1039,2.521407061,24.19647217,0,not found,1.73751,1.05265,2.533,0,0,0.30212,2,1,58,Pnnm,293,0.25,2019,Pb,,,1,611.583,0.001635101,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
KAHXUP,0.1033,0.229385704,23.90775729,4.963053046,not found,0.46,none,1.822,none,none,none,2,1,11,P21/m,203,0.5,1999,Co,,,1,1181.845,0.000846135,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no
DIRNEZ,0.1033,0.261832829,18.06388895,14.70076069,not found,2.2902,1.2087,1.636,0,0,0.30634,2,1,4,P21,123,1,2009,Co,,,1,940.643,0.001063103,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no
HAGWUI,0.0979,1.667206088,33.74946929,0,not found,2.00167,1.11321,1.85,0,0,0.30326,2,2,62,Pnma,420,0.5,2013,Cu,,,1,1146.696,0.000872071,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
HUXDAF,0.0962,0.295908829,26.74773737,15.25863641,not found,4.35782,1.34275,1.816,0,0,0.42028,2,1,2,P-1,100,1,2015,Ag,,,1,2119.627,0.000471781,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
JEPPEA,0.0952,1.214664727,40.92199925,0,not found,2.71511,1.18514,1.964,0,0,0.34886,2,1,2,P-1,173,0.5,2009,Cu,,,1,867.991,0.003456257,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
VARJEF,0.093,0.277593935,17.71215297,15.10352773,not found,not found,not found,not found,not found,not found,not found,0,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
QILRIO,0.0915,0.254132008,9.308479608,9.103183999,not found,3.44736,2.52482,2.189,0,0,0.38892,2,1,74,Imma,296,0.25,2013,Cu,,,1,727.225,0.00275018,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
VOFXEV,0.0829,2.1079456,39.72651001,0,not found,6.16347,5.64993,2.021,708.862,399.458,0.46892,2,1,12,C2/m,295,0.5,2001,Cu,,,1,1973.194,0.000506793,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
ODAJOV,0.0816,0.247167799,3.755024395,3.479701782,not found,1.02667,none,1.369,none,none,none,2,1,15,C2/c,120,0.5,2000,Ru,,,1,1447.57,0.000690813,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
GOYRIX,0.0795,0.368838329,10.70784497,1.257417449,not found,2.18481,0.99311,1.733,0,0,0.27952,2,1,14,P21/c,150,1,2010,Co,,,1,734.235,0.001361962,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
KAWGAS,0.0781,1.079968923,15.51315244,0,not found,2.06006,1.42547,2.671,0,0,0.33824,2,1,29,Pca21,296,1,2003,Cu,,,1,723.723,0.002763488,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
WONYAC,0.0778,0.442669071,3.167544766,0.04625907,not found,1.92667,none,1.285,none,none,none,2,2,12,C2/m,293,0.5,2011,Co,,,1,970.169,0.001030748,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
RIWXIF,0.0767,2.113663528,21.657217,0,not found,2.1814,1.32283,3.399,0,0,0.3472,3,6,160,R3m,298,0.5,2008,Cu,,,1,453.344,0.004411661,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
KAWGEW,0.0706,1.249106447,22.37127831,0,not found,2.59763,1.18182,2.268,0,0,0.34388,2,2,14,P21/c,293,1,2003,Cu,,,1,1506.767,0.001991018,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no
QUNZUV,0.0692,1.151784662,0.734143653,0,not found,2.9617,1.58014,1.692,0,0,0.38822,2,9,87,I4/m,293,0.13,2010,Fe,,,1,372.961,0.002681245,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
BEZTUX,0.0691,1.577585397,28.82618189,0,not found,2.08833,1.13267,2.639,0,0,0.33326,3,1,14,P21/a,295,1,1996,Cu,,,1,733.819,0.002725468,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
UNIRUF08,0.0681,4.181300089,18.73988449,0,not found,not found,not found,not found,not found,not found,not found,0,not found,not found,not found,not found,not found,not found,Li,,,1,not found,not found,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
FIFZUP10,0.0641,0.236773866,7.377249035,4.253190743,not found,2.387,0.90004,2.289,0,0,0.27806,2,3,14,P21/a,200,0.5,2011,Cu,,,1,619.652,0.001613809,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no
WUYKAC,0.0592,2.263317973,13.27535022,0,not found,1.94696,1.31788,2.306,0,0,0.2873,2,1,2,P-1,291,0.5,2012,Pb,,,1,742.329,0.001347112,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
XASGON,0.0541,0.257305399,9.909276977,10.67346785,not found,2.20287,1.50433,1.559,0,0,0.34594,2,2,54,Pcca,293,0.5,2013,Fe,,,1,1244.66,0.000803432,yes,yes,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no
QQQBKV10,0.0534,2.911758166,14.58506671,0,not found,not found,not found,not found,not found,not found,not found,0,not found,not found,not found,not found,not found,not found,Tl,,,1,not found,not found,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
YIDPOT,24.4303,0.000171432,24.4303,24.4303,not found,0.393333,none,1.477,none,none,none,2,1,14,P21/c,100,0.5,2008,Co,,,1,1298.384,0.001540376,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes
OMENUR,0.0517,0.296924357,103.958523,57.96324055,not found,0.313333,none,1.759,none,none,none,2,1,12,C2/m,173,0.25,2001,Ni,,,1,6209.133,0.000644212,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MAFZAW,0.0505,1.368090126,18.31335435,0,not found,1.99656,1.09567,2.312,0,0,0.30786,2,2.5,78,P43,120,1,2015,Ag,,,1,673.369,0.00148507,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
NEWQEN01,0.05,4.020407615,23.04039476,0,not found,not found,not found,not found,not found,not found,not found,0,not found,not found,not found,not found,not found,not found,Zn,Ca,,2,not found,not found,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HECYUJ,0.0457,0.283181248,55.56225109,25.03710993,not found,4.93625,1.86701,1.729,0,0,0.50498,2,1,14,P21/c,298,1,2009,Cu,,,1,2582.787,0.000774357,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no
REGMEX,0.045,0.228239288,4.200997449,4.159129233,not found,1.57002,0.86148,2.2,0,0,0.24254,3,1,197,I23,298,0.08,2008,Cu,,,1,367.092,0.002724113,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
KACJOP,0.0442,1.568604824,19.5543876,0,not found,2.57566,1.36422,1.543,0,0,0.36352,2,1,12,C2/m,296,0.25,2002,Ni,,,1,1192.522,0.000838559,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
QOWSIF,0.0355,0.589306863,15.30852593,0.00214912,not found,2.4115,0.97492,1.693,0,0,0.30148,3,1,19,P212121,295,1,2001,Co,,,1,1232.719,0.000811215,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
CUSBUP,120.0239,0.000105852,120.0239,120.0239,not found,0.413333,none,1.774,none,none,none,2,1,12,C2/m,295,0.25,2013,Co,,,1,2157.238,0.000463556,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
AGPYRZ02,0.0345,0.735225457,9.041101502,8.85898E-11,not found,0.48,none,2.631,none,none,none,2,3,2,P-1,120,1,2008,Ag,,,1,315.476,0.003169813,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
KAQYOR,0.034,0.831965735,11.47268788,1.50469E-12,not found,1.61317,1.06787,1.872,0,0,0.27788,2,1,15,C2/c,298,0.5,1999,Cu,,,1,498.846,0.002004627,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no
DAMXAT,0.0334,0.686593817,14.44269234,7.44824E-08,not found,0.58,none,3.039,none,none,none,3,1,12,C2/m,138,0.5,2012,Cu,,,1,558.503,0.003581001,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no
BOYWES,0.0331,0.269849031,9.218498143,15.82050569,not found,2.88932,1.01282,2.274,0,0,0.2693,2,1,14,P21/c,293,1,2004,As,Mn,,2,1752.985,0.002281822,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
BESQAT,0.0312,4.348096346,12.02348364,0,6.2,not found,not found,not found,not found,not found,not found,0,not found,not found,not found,not found,not found,not found,Cd,,,1,not found,not found,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
QEGNOH,0.0311,0.305391996,48.33933195,51.81374467,not found,4.51994,3.6664,1.321,0,0,0.44684,2,1,2,P-1,173,1,2013,Co,,,1,3482.633,0.000287139,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no
GOYRET,0.0306,1.340946227,6.123090822,0,not found,2.17238,0.97144,1.76,0,0,0.27836,2,1,14,P21/n,125,1,2016,Ni,,,1,722.872,0.001383371,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
ASUQAI08,0.0305,1.041800332,5.824106991,0,not found,not found,not found,not found,not found,not found,not found,0,not found,not found,not found,not found,not found,not found,Cu,,,1,not found,not found,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
XEKDUO,8.2115,0.010200459,8.2115,8.2115,not found,0.42,none,1.904,none,none,none,2,2,2,P-1,100,1,2010,Co,,,1,1858.503,0.000538067,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
ECEVEO,0.0289,0.48835127,3.425614403,0.078436075,not found,0.666667,none,2.49,none,none,none,2,1,9,Cc,295,1,1999,Cu,,,1,1673.027,0.002390876,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no
QAJWON,0.0286,0.258545694,5.079057814,1.270426072,not found,4.27513,2.70064,2.248,0,0,0.50962,2,4,15,C2/c,295,0.5,1997,Ag,,,1,932.067,0.002145768,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
XUKZUY,0.0284,0.989167258,21.81593238,0,not found,2.15625,1.28819,2.702,0,0,0.33262,3,1,2,P-1,293,0.5,2014,Cu,,,1,485.635,0.004118319,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
FEVROP,0.028,2.657357853,17.58835516,0,not found,2.79349,1.11847,1.829,0,0,0.32308,2,1,15,C2/c,298,0.5,2010,Cs,,,1,1394.72,0.00143398,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
ACUWON,9.8011,0.00741102,9.8011,9.8011,not found,0.426667,none,1.839,none,none,none,2,1,14,P21/c,245,0.5,2011,Co,,,1,772.328,0.002589573,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
WAJHIB,8.8279,0.083956098,8.8279,8.8279,not found,0.44,none,1.685,none,none,none,2,1.94,148,R-3,293,1,2015,Co,,,1,1187.478,0.000842121,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
JUNDUT01,0.0278,0.767951228,29.21679862,1.12661E-08,not found,0.486667,none,2.012,none,none,none,3,3,14,P21/c,100,0.5,2017,Fe,,,1,897.765,0.002227754,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
CICCUO,0.0267,1.971392075,30.0887414,0,not found,2.14597,1.1073,2.567,0,0,0.31194,2,1,15,C2/c,295,0.25,1979,Ag,Fe,,2,2139.202,0.001402392,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no
VARHUT,0.0265,0.289972937,9.155981423,10.0243656,not found,not found,not found,not found,not found,not found,not found,0,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TEJJUP,0.0249,1.69977757,91.90451528,0,not found,0.38,none,2.228,none,none,none,2,1,18,P21212,293,1,2014,Cu,,,1,3581.943,0.006700274,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
DIZYOB,0.0237,1.216710479,35.95495503,0,not found,2.18914,1.23221,2.511,0,0,0.32102,2,1,15,C2/c,295,1,1999,Cu,,,1,585.96,0.003413202,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
ABIXAL,0.0226,2.468450715,44.29077879,0,not found,2.20349,1.0999,2.464,0,0,0.31166,2,1,14,P21/c,112,0.5,2011,Pb,,,1,585.324,0.001708455,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
JETLEC,0.0226,0.275898938,11.31836003,12.40288454,not found,0.573333,none,2.107,none,none,none,2,1,15,C2/c,173,0.5,2014,Cu,,,1,2399.623,0.000416732,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
IRUCED,14.6245,0.008739208,14.6245,14.6245,not found,0.44,none,1.757,none,none,none,2,4,14,P21/a,295,1,1994,Co,,,1,661.673,0.001511321,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
MCYTAG10,0.0218,2.674250952,7.235506046,0,not found,1.95811,0.89769,2.394,0,0,0.24186,2,1,12,C2/m,193,0.25,2005,Ag,,,1,409.162,0.00244402,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
GUVXIF,0.0218,2.100163416,34.22528497,0,not found,1.69638,0.89943,3.584,0,0,0.24992,2,3,2,P-1,173,0.5,2004,Ag,,,1,682.703,0.002929532,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
OMICUJ,0.0216,4.03856305,46.138724,0,not found,not found,not found,not found,not found,not found,not found,0,not found,not found,not found,not found,not found,not found,Zn,,,1,not found,not found,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
ATUZUL,0.021,1.098147216,22.23256008,0,not found,2.09624,1.31646,1.931,0,0,0.34802,2,2,71,Immm,298,0.13,2003,Cu,Sn,,2,858.258,0.003495452,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
BUKHUM,0.0209,0.864837086,17.09267654,0,not found,3.13213,1.46228,1.717,0,0,0.33586,3,9,14,P21/n,295,0.5,2001,Cu,,,1,1699.593,0.000588376,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
DEBZUI,0.0199,0.596883872,0.038482713,0,not found,0.406667,none,1.805,none,none,none,2,3,15,C2/c,295,0.5,1979,Co,,,1,757.379,0.002640686,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
TISMEO,0.0192,0.958987657,44.75433861,0,not found,2.08212,1.01819,4.143,0,0,0.30362,2,1,15,C2/c,173,0.5,2014,Cu,,,1,1399.411,0.002858345,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
DOCHUZ,0.0185,2.107286812,53.24858237,0,not found,not found,not found,not found,not found,not found,not found,0,not found,not found,not found,not found,not found,not found,Cs,,,1,not found,not found,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
WIYVOR,13.563,0.097409678,13.563,13.563,not found,4.91718,3.71371,1.859,0,0,0.45254,2,2,53,Pmna,293,0.25,2010,Pb,,,1,1196.119,0.000836037,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no
OKEPUR,839.2181,0.001363018,839.2181,839.2181,not found,0.466667,none,1.558,none,none,none,2,3,47,Pmmm,301,0.13,2009,Co,,,1,9377.246,0.000213282,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
KIQKAW,3.0314,0.087124863,3.0314,3.0314,1.2,6.1038,4.91027,1.755,2204.22,2013.46,0.6223,2,1,178,P6122,293,0.5,2016,Fe,,,1,453.294,0.002206074,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
WIRDOS,14.1723,0.001742889,14.1723,14.1723,not found,0.473333,none,1.79,none,none,none,2,1,2,P-1,296,1,2015,Co,,,1,1221.147,0.000818902,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no
CECMIJ01,0.0167,2.580185554,56.80790553,0,not found,not found,not found,not found,not found,not found,not found,0,not found,not found,not found,not found,not found,not found,Ag,,,1,not found,not found,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
WEJREL,8.8829,0.005650716,8.8829,8.8829,not found,0.5,none,2.326,none,none,none,2,1,4,P21,273,1,2009,Co,,,1,582.629,0.001716358,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
WIJMOU,21.3664,0.027577377,21.3664,21.3664,not found,0.5,none,1.621,none,none,none,2,3,2,P-1,123,0.5,2009,Co,,,1,1172.281,0.000853038,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
LOKNEH,28.21,0.004887981,28.21,28.21,not found,0.526667,none,1.67,none,none,none,2,1,15,I2/a,293,0.5,2018,Co,,,1,1058.188,0.000945012,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
TAHYUZ,126.4497,0.017417734,126.4497,126.4497,not found,0.546667,none,1.876,none,none,none,2,2,14,P21/c,100,1,2018,Co,,,1,4267.513,0.000937314,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes
ABIXAL01,0.0157,2.434256619,43.15871412,0,not found,2.16223,1.03341,2.516,0,0,0.29488,2,1,14,P21/c,138,0.5,2011,Pb,,,1,573.331,0.001744193,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
CUMYOA,68.0593,0.005896707,68.0593,68.0593,not found,0.553333,none,1.5,none,none,none,2,1,63,Cmcm,100,0.25,2018,Co,,,1,1674.913,0.000597046,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
LEWTUD,71.5586,0.057102544,71.5586,71.5586,not found,0.566667,none,1.914,none,none,none,2,3,5,C2,100,1,2011,Co,,,1,2797.729,0.000714866,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
UQUZAJ,32.3557,0.045798391,32.3557,32.3557,not found,0.513333,none,1.987,none,none,none,2,1,33,Pna21,293,1,2017,Cu,,,1,1041.676,0.000959991,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
NIJZOX,11.8962,0.0080894,11.8962,11.8962,not found,0.566667,none,1.652,none,none,none,2,1,10,P112/m,298,0.5,2017,Co,,,1,1279.09,0.000781806,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
RESROX,48.1686,0.042485949,48.1686,48.1686,not found,2.90001,0.88062,1.858,0,0,0.32526,2,1,15,C2/c,293,0.5,2018,Ni,,,1,1755.777,0.000569548,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes
QEFPOJ,24.9106,0.040819524,24.9106,24.9106,not found,1.68,none,1.698,none,none,none,2,1,2,P-1,293,1,2013,Fe,,,1,1492.902,0.000669836,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
NUFJUV01,31.7607,0.003302918,31.7607,31.7607,not found,0.58,none,2.077,none,none,none,2,1,2,P-1,90,1,2006,Co,,,1,1250.615,0.000799607,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
VOQBIN,72.484,0.000168983,72.484,72.484,not found,0.58,none,1.579,none,none,none,2,2,14,P21/c,100,1,2015,Co,,,1,2549.752,0.000392195,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
LAPBEM,22.6966,0.072998618,22.6966,22.6966,not found,0.586667,none,1.969,none,none,none,2,1,61,Pbca,293,1,2011,Co,,,1,2368.572,0.000422195,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no
LERNAY02,57.9692,0.000422321,57.9692,57.9692,not found,0.586667,none,1.958,none,none,none,2,3,88,I41/a,298,0.5,2011,Co,,,1,2761.602,0.000724217,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
PACYIE,59.8541,0.001760304,59.8541,59.8541,not found,0.606667,none,1.84,none,none,none,2,1,12,C2/m,295,0.25,1981,Co,,,1,1328.77,0.003010303,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
GABDUJ,13.2788,0.027251928,13.2788,13.2788,not found,1.64217,1.02174,2.16,0,0,0.2429,2,1,2,P-1,293,0.5,2003,Fe,,,1,817.696,0.002445897,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
VIMXEV,0,0.003635169,0,0,not found,0.613333,none,2.196,none,none,none,2,1,14,P21/n,100,1,2014,Co,,,1,622.355,0.0032136,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
LERNAY01,52.8976,0.000201092,52.8976,52.8976,not found,0.626667,none,1.942,none,none,none,2,2,2,P-1,193,1,2011,Co,,,1,2784.405,0.000718286,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
MIRFUQ,47.9527,0.020092069,47.9527,47.9527,not found,1.19333,none,1.211,none,none,none,2,1,12,C2/m,293,0.25,2006,Cr,,,1,5303.928,0.000377079,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
YAFXEJ01,29.058,0.001713501,29.058,29.058,not found,0.64,none,1.73,none,none,none,2,1,29,Pca21,295,1,2006,Co,,,1,489.612,0.004084867,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
QEFPID,12.8555,0.018641975,12.8555,12.8555,not found,2.20667,none,1.958,none,none,none,2,1,2,P-1,170,1,2013,Fe,,,1,1520.8,0.000657549,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
QQQDDA02,19.9841,0.018066998,19.9841,19.9841,not found,0.566667,none,2.095,none,none,none,2,1,61,Pbca,200,1,2008,Ni,,,1,661.824,0.001510976,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
HIGHUD02,17.6336,0.001735542,17.6336,17.6336,not found,0.68,none,1.991,none,none,none,2,5,114,P-421c,160,0.25,2005,Co,,,1,877.533,0.001139558,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
